Comarca,Municipi,Codi municipi,Refugi climàtic,Latitud,Longitud,Tipologia,Nom,Adreça,Telèfon,Correu,Horari,Gratuïtat,Accessibilitat,Aigua,Lavabo,Mobiliari per seure,Capacitat,Georeferència
Segrià,Lleida,251207,Sí,41.63605262,0.62904213,Altres,Cafeteria Centre cívic Secà Sant Pere,"Pl. Sant Pere, s/n",973249253,NA,dl. a ds. 09:30 - 22:30,Sí,Sí,Sí,Sí,Sí,10,POINT (0.62904213 41.63605262)
Noguera,Balaguer,250404,Sí,41.79189467,0.80428317,Altres,Església de Santa Maria de Balaguer,"Pl. Cecília Comenge, 1",973445342,NA,dt. a ds.10:00 - 13:00 i 17:00 - 19:00 | dg. i festius 10:00 - 13:00,Sí,Sí,No,No,Sí,,POINT (0.80428317 41.79189467)
Barcelonès,Barcelona,080193,Sí,41.38504154,2.18091092,Espai cultural,Museu de Cultures del Món,"Montcada, 12-14",NA,museuculturesmon@bcn.cat,dt. a ds. 11:00 - 19:00 | dg. 10:00 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.18091092 41.38504154)
Vallès Oriental,Sant Feliu de Codines,082107,Sí,41.6894162,2.16485796,Equipament cívic,Casal municipal de la Gent Gran,"Av. de la Generalitat, s/n",938662773,ajsfdc@gmail.com,Indefinit,Sí,Sí,Sí,Sí,Sí,100,POINT (2.16485796 41.6894162)
Vallès Oriental,Cardedeu,080462,Sí,41.63951798,2.36093097,Biblioteca,Biblioteca Marc de Vilalba,"C. Dr. Klein, 101",938711417,b.cardedeu.mv@diba.cat,dt. i dj. 10:00 - 14:00 i 15:30 - 20:00 | dl. a dv. 15:30 - 20:00,Sí,Sí,Sí,Sí,Sí,140,POINT (2.36093097 41.63951798)
Barcelonès,Barcelona,080193,Sí,41.37207713,2.16253311,Equipament cívic,Casal de gent gran Poble-sec,"Pl. del Sortidor, 12",NA,infopoblesec@esport3.org,Juliol i Setembre: dl. a dv. 10:00 - 13:00 i 16:00 - 19:30 | ds. 16:30 - 19:30 || Agost: dl. a dv. 16:30 - 19:30,Sí,Sí,Sí,Sí,Sí,,POINT (2.16253311 41.37207713)
Selva,Arbúcies,170097,Sí,41.81679747,2.51240888,Parc densament arbrat,Prat Rodó,"Pg. de la riera, s/n",NA,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.51240888 41.81679747)
Vallès Occidental,Castellar del Vallès,080517,Sí,41.61542334,2.08789077,Biblioteca,Biblioteca municipal Antoni Tort,"C. Sala Boadella, 6",937144735,b.castellarv.at@diba.cat,09:30 - 13:30 i 16:00 - 20:00,Sí,Sí,Sí,Sí,Sí,40,POINT (2.08789077 41.61542334)
Baix Llobregat,Sant Andreu de la Barca,081960,Sí,41.44869772,1.96290906,Piscina,Piscina Can Salvi,Av. Constitució,NA,NA,17:00 - 20:00,Sí,Sí,Sí,Sí,Sí,30,POINT (1.96290906 41.44869772)
Barcelonès,Barcelona,080193,Sí,41.44925192,2.19528515,Parc densament arbrat,Parc de la Trinitat,"Pg. Santa Coloma, 60",NA,NA,dl. a dv. 10:00 - 22:30 | ds. 10:00 - 22:30 | dg. 10:00 - 22:30,Sí,Sí,NA,Sí,NA,,POINT (2.19528515 41.44925192)
Baix Llobregat,"Prat de Llobregat, el",081691,Sí,41.3140112,2.0897174,Parc densament arbrat,Parc Nou,Rda. Sud,NA,NA,Indefinit,Sí,No,Sí,Sí,Sí,,POINT (2.0897174 41.3140112)
Baix Llobregat,Sant Just Desvern,082212,Sí,41.38190997,2.07034794,Equipament cívic,Centre cívic Salvador Espriu,"C. Tudona, s/n",934804800,ajuntament@santjust.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,100,POINT (2.07034794 41.38190997)
Baix Llobregat,Cornellà de Llobregat,08940,Sí,41.3502008,2.0720441,Equipament cívic,Casal Cívic i Comunitari Cornellà de Llobregat - Riera,"C. de Sant Jeroni, 47",933774741,cc.cornellariera@gencat.cat,dl. a dv. 09:00 - 21:00,Sí,Sí,Sí,Sí,Sí,38,POINT (2.0720441 41.3502008)
Osona,Vic,082981,Sí,41.91318967,2.23032939,Altres,Parc Pla del Maset,Parc Pla del Maset,938862100,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.23032939 41.91318967)
Alt Camp,"Milà, el",430831,Sí,41.248384,1.20723972,Altres,Casal municipal del Milà,"C. Santa Úrsula, 4",977637397,NA,08:30 - 15:00,Sí,Sí,Sí,Sí,Sí,90,POINT (1.20723972 41.248384)
Barcelonès,Barcelona,080193,Sí,41.36591046,2.15317375,Parc densament arbrat,Jardins de Ramon Margalef,"Av. Estadi, 42-48",NA,NA,dl. a dv. 10:00 - 22:30 | ds. 10:00 - 22:30 | dg. 10:00 - 22:30,Sí,Sí,NA,No,NA,,POINT (2.15317375 41.36591046)
Gironès,Girona,170792,Sí,41.97873294,2.80677017,Biblioteca,Biblioteca Salvador Allende,"C. de Baix, 2, 17006 Girona",972232715,biblioallende@ajgirona.cat,"dt. 15:30 - 20:00 | dl., dc., dj. i dv. 10:00 - 14:00 i 15:30 a 20:00",Sí,Sí,No,Sí,Sí,50,POINT (2.80677017 41.97873294)
Garrigues,Vinaixa,252555,Sí,41.4288676,0.97345898,Centre educatiu,Col·legi,"Ctra. de Lleida, 41",500,administracio@vinaixa.cat,09:00 - 18:00,Sí,Sí,Sí,Sí,Sí,150,POINT (0.97345898 41.4288676)
Garrotxa,Maià de Montcal,170985,Sí,42.21933975,2.7459502,Piscina,Piscina municipal Ernest Lluch,"C. Girona, 3",972591051,ajuntament@maia.cat,11:00 - 21:00,No,Sí,Sí,Sí,Sí,150,POINT (2.7459502 42.21933975)
Barcelonès,Barcelona,080193,Sí,41.42397426,2.18915086,Equipament cívic,Centre cívic Sagrera - La Barraca,"Martí Molins, 29",NA,cclasagrera@bcn.cat,Juliol i Setembre: dl. a dv. 10:00 - 14:30 i 16:00 - 21:30 | ds. 10:00 - 14:00 i 16:00 - 20:00 || Agost: Tancat,Sí,No,No,Sí,Sí,,POINT (2.18915086 41.42397426)
Barcelonès,Barcelona,080193,Sí,41.42609187,2.14944607,Piscina,Piscina municipal de La Clota,"Pl. Clota, 1",NA,olimpics@egora.cat,Juliol i Agost: dl. a dv. 11:00 - 19:00 | ds. 11:30 - 19:30 | dg. 11:30 - 19:30 || Setembre: Indefinit,No,Sí,NA,NA,NA,,POINT (2.14944607 41.42609187)
Segrià,Almenar,250215,Sí,41.80257898,0.57469992,Piscina,Piscines municipals d'Almenar,Av. Pirineus,973770013,ajuntament@almenar.cat,11:00 - 20:00,No,Sí,Sí,Sí,Sí,400,POINT (0.57469992 41.80257898)
Segrià,Gimenells i el Pla de la Font,259123,Sí,41.65366757,0.38937456,Sala polivalent,Local social Sant Isidre De Gimenells,"C. Parc, s/n   25112 Gimenells",973748084,ajuntament@gimenells.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,300,POINT (0.38937456 41.65366757)
Vallès Oriental,Parets del Vallès,081593,Sí,41.56102883,2.21932712,Biblioteca,Biblioteca Can Butjosa,"C. de la Salut, 50, 08150 Parets del Vallès",935622353,bibut@parets.cat,Indefinit,Sí,Sí,No,Sí,Sí,66,POINT (2.21932712 41.56102883)
Vallès Oriental,Figaró-Montmany,081347,Sí,41.720814,2.272708,Sala polivalent,Sala Nou Casino,"Pl. Anna Bosch, s/n",938429111,figaro@figaro-montmany.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,200,POINT (2.272708 41.720814)
Pla de l'Estany,Banyoles,170157,Sí,42.11496132,2.77318934,Parc densament arbrat,"Plaça de la Pau, Barri de la Farga",Pl. de la Pau,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.77318934 42.11496132)
Barcelonès,Barcelona,080193,Sí,41.42691626,2.17647017,Biblioteca,Biblioteca Vilapicina i la Torre Llobeta,"Pl. Carmen Laforet, 11",NA,b.barcelona.vtl@diba.cat,"Juliol i Setembre: dt., dc. i dv. 09:30 - 13:30 i 15:30 - 20:00 | dl. i dj. 15:30 - 20:00 || Agost: Tancat",Sí,Sí,No,Sí,Sí,,POINT (2.17647017 41.42691626)
Pla de l'Estany,Banyoles,170157,Sí,42.12151898,2.75808085,Altres,La Caseta de fusta,"Pg. Lluís Maria Vidal, 1",683303731,NA,10:00 - 02:00,Sí,Sí,No,Sí,Sí,,POINT (2.75808085 42.12151898)
Bages,Manresa,081136,Sí,41.72987301,1.83882462,Equipament cívic,Casal cívic i comunitari Font dels Capellans,"C. Granollers, s/n",931122746,sac@gencat.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,200,POINT (1.83882462 41.72987301)
Alt Camp,Puigpelat,431191,Sí,41.2775794,1.30007628,Espai cultural,Casal Puigpelatenc,"C. Major, s/n",977602225,secretaria@puigpelat.altanet.org,09:00 - 18:00,Sí,Sí,Sí,Sí,Sí,200,POINT (1.30007628 41.2775794)
Barcelonès,Barcelona,080193,Sí,41.37045717,2.14760104,Equipament cívic,Centre cívic Font de la Guatlla,"Rabí Rubèn, 22",NA,admin@fontdelaguatlla.org,Juliol i Setembre: dl. a dv. 09:00 - 14:00 i 16:00 - 20:00 || Agost: Tancat,Sí,NA,NA,NA,NA,,POINT (2.14760104 41.37045717)
Tarragonès,Tarragona,431482,Sí,41.13699097,1.25084985,Parc densament arbrat,Parc de les Amèriques,"Las Américas, 43007 Tarragona",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,30,POINT (1.25084985 41.13699097)
Barcelonès,Barcelona,080193,Sí,41.38535116,2.18633979,Poliesportiu,CEM Parc de la Ciutadella,"Pg. Circumval·lació, 1",NA,info-ciutadella@okeymas.es,dl. a dv. 07:00 - 23:00 | ds. 08:00 - 20:00 | dg. 08:00 - 14:00,Sí,Sí,No,Sí,Sí,,POINT (2.18633979 41.38535116)
Garraf,Vilanova i la Geltrú,083073,Sí,41.23445786,1.72686611,Equipament cívic,Centre cívic el Tacó,"Av. Vilafranca del Penedès, 26",NA,NA,09:30 - 13:00 i 16:30 - 19:30,Sí,Sí,Sí,Sí,Sí,90,POINT (1.72686611 41.23445786)
Barcelonès,Barcelona,080193,Sí,41.4170195,2.17361919,Piscina,Piscines del Centre Esportiu Municipal Guinardó,"C. Telègraf, 31-45",NA,cemguinardo@igebcn.cat,dl. a dv. 11:00 - 19:00 | ds. 11:00 - 19:00 | dg. 11:00 - 19:00,No,Sí,NA,NA,NA,,POINT (2.17361919 41.4170195)
Bages,Sant Mateu de Bages,082299,Sí,41.847477,1.719547,Equipament cívic,Local Rectoria de Valls de Torroella,"Església del Sagrat Cor de la Colònia, Valls",666520244,NA,Indefinit,Sí,Sí,No,Sí,Sí,40,POINT (1.719547 41.847477)
Segrià,Lleida,25003,Sí,41.6138154,0.6086086,Equipament cívic,Casal Cívic i Comunitari Lleida,"C. de la Mercè, 1",973267466,cc.lleida@gencat.cat,dl. a dv. 09:00 - 13:30 i 15:00 - 21:00 | ds. (l'espai gent gran) 09:00 - 14:00,Sí,Sí,Sí,Sí,Sí,121,POINT (0.6086086 41.6138154)
Vallès Occidental,Terrassa,082798,Sí,41.57563852,2.00965867,Biblioteca,Biblioteca Districte 5,"C. Jocs Olímpics, 7",937350927,bd5@terrassa.cat,"dl., dc. i dv. 16:00 - 20:00 | dt. i dj. 09:30 - 13:30 i 16:00 - 20:00 || Agost tancat",Sí,Sí,No,Sí,Sí,,POINT (2.00965867 41.57563852)
Alt Empordà,Navata,171117,Sí,42.2242055,2.86519996,Piscina,Piscina municipal,"C. de l'educació i l'esport, s/n",972553539,ajuntament@navata.cat,10:00 - 20:00,No,Sí,Sí,Sí,Sí,150,POINT (2.86519996 42.2242055)
Osona,Vic,082981,Sí,41.92902019,2.26486973,Parc densament arbrat,Parc Vall de Sau,Parc Vall de Sau,938862100,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.26486973 41.92902019)
Barcelonès,Barcelona,080193,Sí,41.42252401,2.14459179,Equipament cívic,Centre cívic Teixonera,"Arenys, 75",NA,ccteixonera@qsl.cat,"Juliol i Setembre: dl., dc., dj. i dv. 09:00 - 21:00 | dt. 09:00 - 14:00 i 16:00 - 21:00 || Agost: Tancat",Sí,Sí,Sí,Sí,Sí,,POINT (2.14459179 41.42252401)
Baix Llobregat,Sant Just Desvern,082212,Sí,41.38368908,2.07930106,Equipament cívic,Centre social El Mil·lenari,"C. Àngel Guimerà, 1",933718987,elmillenari@santjust.cat,10:00 - 20:00,Sí,Sí,Sí,Sí,Sí,100,POINT (2.07930106 41.38368908)
Baix Llobregat,Sant Joan Despí,082172,Sí,41.36855087,2.06420979,Poliesportiu,Poliesportiu municipal Francesc Calvet,"Av. de Barcelona, 45",934772709,pfcalvet@sjdespi.net,"Juny, juliol i setembre: dl. a dv. 06:30 - 22:30 | ds. 08:00 - 21:00 | dg. 09:00 - 14:30 || Agost fins 15/08: dl. a dv. 06:30 - 22:30 | ds. 08:00 - 21:00",Sí,Sí,No,Sí,Sí,20,POINT (2.06420979 41.36855087)
Vallès Occidental,Sant Quirze del Vallès,082384,Sí,41.52528981,2.03465942,Piscina,Piscina de les Fonts,"Pg. Ferrocarril, 28",937216800,oac@santquirzevalles.cat,09:00 - 21:00,No,Sí,Sí,Sí,Sí,80,POINT (2.03465942 41.52528981)
Baix Camp,Reus,431233,Sí,41.15665102,1.11059614,Espai cultural,Museu de Reus ( Salvador Vilaseca),"Raval de Santa Anna, 59, 43201 Reus, Tarragona",977010660,museu@reuscultura.cat,dt. a ds. 10:00 - 14:00 i 17:00 - 20:00 || Festius tancat,Sí,Sí,Sí,Sí,No,,POINT (1.11059614 41.15665102)
Gironès,Celrà,170499,Sí,42.02763733,2.87593168,Equipament cívic,Casal gent gran can Ponac,"C. de la Fàbrica, 31",972494767,ajuntament@celra.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.87593168 42.02763733)
Barcelonès,Barcelona,080193,Sí,41.35574072,2.14351875,Altres,Clinica Sant Antoni,"C. Sant Eloi, 6-8",NA,info@csantantoni.com,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.14351875 41.35574072)
Baix Penedès,"Bisbal del Penedès, la",430287,Sí,41.27494888,1.49114524,Piscina,Piscina municipal,"Av. Diputació, 16",NA,NA,10:00 - 19:00,No,Sí,No,Sí,Sí,100,POINT (1.49114524 41.27494888)
Tarragonès,"Pallaresos, els",431009,Sí,41.17418979,1.27323572,Piscina,Piscina municipal,Av. Catalunya,977610600,ajuntament@elspallaresos.cat,dl. a dg. 11:00 - 20:00,No,Sí,No,Sí,No,,POINT (1.27323572 41.17418979)
Barcelonès,Barcelona,08030,Sí,41.4771666,2.1094809,Equipament cívic,Casal Cívic i Comunitari Barcelona - Sant andreu,"Gran de Sant Andreu, 22",933111411,cc.barcelonasantandreu@gencat.cat,dl. a dv. 09:00 - 21:00 | ds. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,200,POINT (2.1094809 41.4771666)
Osona,Torelló,08570,Sí,42.0447017,2.2592711,Equipament cívic,Casal Cívic i Comunitari Torelló,"C. de Rocaprevera, 31",93859 5497,cc.torello@gencat.cat,Juliol: dl. a dv. 09:00 - 21:00 | ds. 10:00 - 13:30 i 15:30 - 21:00 || Agost: dl. a dv. 11:00 - 19:00,Sí,Sí,Sí,Sí,Sí,119,POINT (2.2592711 42.0447017)
Priorat,Falset,430555,Sí,41.14535775,0.81878812,Biblioteca,Biblioteca pública Salvador Estrem i Fa,"C. Baix, 41",977830301,biblioteca@falset.altanet.org,"dl., dc., dj. i dv. 10:00  - 14:00 | dt. 10:00 - 14:00 i 16:00 - 20:00",Sí,Sí,Sí,Sí,Sí,,POINT (0.81878812 41.14535775)
Baix Llobregat,Olesa de Montserrat,081477,Sí,41.54354531,1.89954736,Equipament cívic,AVV Poble Sec,"C. Germans Casals, 14",NA,NA,dl. a dv. 18:00 - 20:00 || Agost tancat,Sí,No,Sí,Sí,Sí,,POINT (1.89954736 41.54354531)
Maresme,Alella,080039,Sí,41.49275859,2.29480553,Espai cultural,Can Lleonart,"Pl. dels Germans Lleonart, 1",935404024,canlleonart@alella.cat,dl. a dv. 09:00 - 14:00 || Agost tancat,Sí,Sí,Sí,Sí,Sí,25,POINT (2.29480553 41.49275859)
Berguedà,Puig-reig,081751,Sí,41.97568568,1.87827878,Equipament cívic,Llar d'avis Dr. Llaverias,"C. Lleida, 1",938380925,marlyvalencia665@gmail.com,10:00 - 13:00 i 15:00 - 18:00,Sí,Sí,Sí,Sí,Sí,50,POINT (1.87827878 41.97568568)
Solsonès,Guixers,251116,Sí,42.13567394,1.55710237,Parc densament arbrat,Àrea recreativa del Codó,Creu del Codó,NA,ajuntament@guixers.ddl.net,10:00 - 18:00,No,Sí,Sí,Sí,Sí,,POINT (1.55710237 42.13567394)
Tarragonès,Constantí,430477,Sí,41.15346752,1.21174107,Biblioteca,Biblioteca municipal de Constantí,"Pl. de l'hospital, 1",977520692,biblioteca@constanti.cat,"dl., dt., dj. i dv. 09:30 - 14:00 | dc. 09:30 - 14:00 i 16:00 - 20:00",Sí,Sí,Sí,Sí,Sí,50,POINT (1.21174107 41.15346752)
Barcelonès,Barcelona,080193,Sí,41.40329664,2.13120796,Equipament cívic,Centre cívic Pere Pruna,"C. Ganduixer, 130",NA,ccperepruna@ccperepruna.cat,Juliol i Setembre: dl. a dv. 09:30 - 14:00 i 16:00 - 21:00 | ds. 09:30 - 14:00 || Agost: Tancat,Sí,NA,NA,NA,NA,,POINT (2.13120796 41.40329664)
Montsià,Freginals,430629,Sí,40.67095924,0.51723431,Piscina,Piscina municipal,"Pla de Corany, 34",977572789,ajuntament@freginals.cat,11:00 -14:00 i 15:00 - 20:00,No,Sí,No,Sí,Sí,60,POINT (0.51723431 40.67095924)
Baix Llobregat,Sant Boi de Llobregat,082009,Sí,41.3576699,2.03301687,Biblioteca,Biblioteca Maria Aurèlia Capmany,"C. Eduard Toldrà, s/n",936306463,NA,"Juny: dl., dt., dc. i dv.: 15:00 - 20:00 | dj: 09:30 - 13:30 i 15:00 - 20:00 || Juliol: dl. a dt. 15:00 - 20:00 | dj 09:30 - 13:30 i 15:00 - 20:00 | dv: 09:30 - 15:00",Sí,Sí,Sí,Sí,Sí,,POINT (2.03301687 41.3576699)
Osona,Sant Vicenç de Torelló,082652,Sí,42.06224855,2.27339441,Equipament cívic,Casal avis Sant Vicenç,Pl. Cal Ferrer,NA,NA,Indefinit,Sí,Sí,No,Sí,Sí,,POINT (2.27339441 42.06224855)
Tarragonès,Tarragona,431482,Sí,41.12530667,1.23340804,Parc densament arbrat,Parc Francolí,"C. Joan Miró, 9, 43006 Tarragona",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,400,POINT (1.23340804 41.12530667)
Alt Empordà,Vilajuïga,172235,Sí,42.33509168,3.09421128,Piscina,Piscina municipal de Vilajuïga,Zona esportiva Mas Bartret,NA,NA,11:00 - 20:00,No,Sí,No,Sí,Sí,250,POINT (3.09421128 42.33509168)
Solsonès,Solsona,252075,Sí,41.98904127,1.51776882,Piscina,Piscines municipals de Solsona,"C. Salvador Espriu, 8",973480050,piscines@ajsolsona.cat,09:00 - 20:00,No,Sí,No,Sí,Sí,,POINT (1.51776882 41.98904127)
Barcelonès,Barcelona,080193,Sí,41.39243899,2.19772799,Biblioteca,Biblioteca Xavier Benguerel,"Av. del Bogatell, 17",NA,b.barcelona.xb@diba.cat,Juliol i Setembre: dj. i dv. 09:30 - 13:30 i 15:30 - 20:00 | dt. 09:30 - 20:00 | dl. i dc. 15:30 - 20:00 || Agost: Tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.19772799 41.39243899)
Noguera,Foradada,250946,Sí,41.87612959,1.01082501,Piscina,Piscina de Foradada,"C. Afores, s/n",973400095,ajuntament@foradada.cat,12:00 - 21:00,Sí,Sí,Sí,Sí,Sí,50,POINT (1.01082501 41.87612959)
Maresme,"Masnou, el",081189,Sí,41.48277263,2.31574595,Espai cultural,Museu municipal de Nàutica,"C. Pujades Truch, 1",NA,NA,dj. i dv. 17:00 - 20:00 | ds. 11:00 - 14:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.31574595 41.48277263)
Baix Camp,"Febró, la",430574,Sí,41.27715159,1.0033987,Espai cultural,Sala polivalent,"C. canyada, 7",NA,ajuntament@lafebro.cat,Indefinit,Sí,No,Sí,Sí,Sí,50,POINT (1.0033987 41.27715159)
Vallès Occidental,Badia del Vallès,08214,Sí,41.5103084,2.1107702,Equipament cívic,Casal Cívic i Comunitari Badia del Vallès,"Pl. de les Entitats, s/n",937180158,cc.badia@gencat.cat,dl. a dv. 09:00 - 21:00,Sí,Sí,Sí,Sí,Sí,92,POINT (2.1107702 41.5103084)
Vallès Oriental,Martorelles,081154,Sí,41.52584789,2.23594325,Piscina,Piscina municipal de Martorelles,"C. del Parc, s/n",NA,NA,10:30 - 20:00,No,Sí,No,Sí,Sí,,POINT (2.23594325 41.52584789)
Bages,Manresa,08242,Sí,41.738344,1.8041056,Equipament cívic,Casal Cívic i Comunitari Manresa - Mion Puigberenguer,"Pl. de la Democràcia, 1",938362875,cc.manresamion@gencat.cat,dl. a dv. 09:00 - 13:30 i 15:00 - 21:00,Sí,Sí,Sí,Sí,Sí,100,POINT (1.8041056 41.738344)
Priorat,"Torre de Fontaubella, la",431515,Sí,41.12434541,0.86334964,Piscina,Piscina municipal de la Torre de Fontaubella,"C. dels esports, s/n",977830615,aj.tfontaubella@altanet.org,11:00 - 14:00 i 16:00 - 20:00,No,Sí,Sí,Sí,Sí,150,POINT (0.86334964 41.12434541)
Berguedà,Gironella,080924,Sí,42.03168253,1.88350719,Biblioteca,Biblioteca de Gironella,"Av. Països Catalans, s/n",938228013,NA,15:00 - 20:00 | dt. 9:30 - 13:00,Sí,Sí,No,Sí,Sí,170,POINT (1.88350719 42.03168253)
Garrotxa,Olot,171143,Sí,42.18282922,2.49459035,Parc densament arbrat,Parc de Miquel Martí Pol,Pont de Palau,NA,NA,Indefinti,Sí,Sí,Sí,No,Sí,,POINT (2.49459035 42.18282922)
Barcelonès,Barcelona,080193,Sí,41.39451422,2.16716149,Altres,Parròquia de la Puríssima Concepció,"C. Aragó, 299 (entrada C. Roger de Llúria, 70)",NA,NA,dl. a dv. 07:30 - 13:00 i 17:30 - 20:30 | ds. 07:30 - 13:00 i 17:30 - 20:30 | dg. 07:30 - 13:00 i 17:30 - 20:30,Sí,Sí,No,Sí,Sí,,POINT (2.16716149 41.39451422)
Barcelonès,Barcelona,080193,Sí,41.38495575,2.12127416,Biblioteca,"CRAI Biblioteca de Farmàcia i Ciències de l’Alimentació, seu Diagonal (UB)","Av. Joan XXIII, 27-31",NA,bibfarinfo@ub.edu,Juliol i Setembre: dl. a dv. 08:30 - 20:30 || Agost: Tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.12127416 41.38495575)
Vallès Occidental,Sabadell,08204,Sí,41.5260842,2.113916,Equipament cívic,Casal Cívic i Comunitari Sabadell - Creu de barberà,"C. de la Verge de la Paloma, 19-21 (cant. C. Salvat Papasseït, 65)",937121238,cc.sabadellcreudebarbera@gencat.cat,dl. a dv. 09:00 - 21:00 | ds. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,237,POINT (2.113916 41.5260842)
Urgell,Preixana,251765,Sí,41.60627629,1.03882822,Equipament cívic,Casal gent gran,"Pl. Catalunya, 1",973320404,ajuntament@preixana.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (1.03882822 41.60627629)
Baix Llobregat,Vallirana,082956,Sí,41.38172152,1.92930527,Poliesportiu,Pavelló municipal Vallirana,"C. de l'Església, 30, 08759 Vallirana, Barcelona",931153046,NA,Juny: 16:00 - 00:00 || Juliol: 08:00 - 13:30 i 16:00 - 21:00 || Última setmana agost: 17:00 - 00:00 || Setembre: 16:00 - 00:00,Sí,Sí,Sí,Sí,Sí,,POINT (1.92930527 41.38172152)
Selva,"Cellera de Ter, la",171899,Sí,41.96719705,2.62188538,Equipament cívic,Llar de jubilats La Fraternal,"Av. Montserrat, 20",972421902,info@lacelleradeter.cat,11:00 - 19:00,Sí,Sí,Sí,Sí,Sí,33,POINT (2.62188538 41.96719705)
Barcelonès,Barcelona,080193,Sí,41.37395357,2.16404326,Biblioteca,Biblioteca Poble-Sec Francesc Boix,"Blai, 34",NA,b.barcelona.ps@diba.cat,Juliol i Setembre: dt. i dj. 09:30 - 13:30 i 15:00 - 20:00 | dl. i dv. 15:00 - 20:00 | dc. 09:30 - 20:00 || Agost: Tancat,Sí,Sí,No,Sí,Sí,,POINT (2.16404326 41.37395357)
Vallès Oriental,Gualba,080977,Sí,41.71045368,2.53049772,Piscina,Piscina municipal,"C. de la serradora, 2",938487027,gualba@gualba.cat,10:30 - 20:00,No,Sí,Sí,Sí,Sí,80,POINT (2.53049772 41.71045368)
Bages,Callús,080386,Sí,41.78416013,1.78156587,Parc densament arbrat,Passeig del riu,"C. del riu, s/n",NA,NA,Indefinit,Sí,Sí,No,No,No,,POINT (1.78156587 41.78416013)
Vallès Oriental,"Ametlla del Vallès, l'",080057,Sí,41.66948397,2.26258755,Biblioteca,Biblioteca municipal Josep Badia i Moret,"C. Torregassa, 35-37",NA,NA,"dl., dt., dc. i dj. 15:30 - 20:00 | dv. 09:30 - 13:30 i 15:20 - 20:00 | ds. 09:30 - 13:30 | dg. tancat",Sí,Sí,No,Sí,Sí,50,POINT (2.26258755 41.66948397)
Anoia,"Bruc, el",080253,Sí,41.5841057,1.77678205,Piscina,Piscina municipal,"Zona esportiva, s/n",937710101,bruc@bruc.cat,10:00 - 20:00,No,Sí,No,Sí,Sí,400,POINT (1.77678205 41.5841057)
Alt Urgell,Peramola,251654,Sí,42.05858445,1.26672465,Piscina,Piscines municipals,Piscines Peramola,973470263,ajuntament@peramola.cat,10:00 - 20:00,No,Sí,Sí,Sí,Sí,150,POINT (1.26672465 42.05858445)
Pla d'Urgell,Castellnou de Seana,250680,Sí,41.6429494,0.9698684,Piscina,Piscines municipals,"Ctra. Diputació, s/n",973320705,ajuntament@castellnouseana.ddl.net,12:00 - 20:00,No,Sí,Sí,Sí,Sí,150,POINT (0.9698684 41.6429494)
Alt Penedès,Gelida,080919,Sí,41.44022426,1.86434101,Equipament cívic,Casal de la gent gran,"C. Major, 10",NA,NA,09:00 - 13:00 i 15:00 - 19:00,Sí,Sí,No,Sí,Sí,,POINT (1.86434101 41.44022426)
Alt Penedès,Sant Sadurní d'Anoia,082401,Sí,41.42273087,1.7908547,Parc densament arbrat,Plaça Manuel Raventós,Pl. Manuel Raventós,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (1.7908547 41.42273087)
Ripollès,Llanars,170911,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Baix Penedès,Bellvei,430249,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vallès Occidental,Santa Perpètua de Mogoda,082606,Sí,41.52673937,2.18564803,Altres,Granja Soldevila,"Camí de la Granja, s/n, 08130 Santa Perpètua de Mogoda",935600103,NA,dl. a dv. 9:00 - 15:00 || Tancat del 7 al 20 d'agost,Sí,Sí,Sí,Sí,Sí,,POINT (2.18564803 41.52673937)
Baix Llobregat,"Prat de Llobregat, el",081691,Sí,41.3246326,2.09302309,Sala polivalent,Cases d'en Puig,"Pl. de l'Agricultura, 2",933790050,NA,Juliol: dl. a dv. 08:00 - 21:00 || Agost: dl. a dv. 08:00 - 15:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.09302309 41.3246326)
